2026-03-11 14:56:27.837 | INFO     | app.core.level1_rule_engine:__init__:36 - Level1RuleEngine initialized with Jieba
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '客户温度' with 4 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '客户温度-以上' with 4 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '客户温度-以下' with 4 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '客群标签' with 5 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '寿险VIP' with 7 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '寿险VIP-以上' with 7 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '寿险VIP-以下' with 7 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '经营阶段' with 6 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '寿险投保被保人-全枚举匹配' with 3 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '存量客户类型-全枚举匹配' with 3 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '寿险产品-包含匹配' with 17 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '持有产品类型-全枚举匹配-持有' with 4 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '持有产品类型-全枚举匹配-未持有' with 4 enum values
2026-03-11 14:56:27.905 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '险种-持有' with 6 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '险种-未配置' with 6 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '产险产品-持有' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '产险产品-未持有' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '寿险责任类型-持有' with 6 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '寿险责任类型-未持有' with 6 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '寿险产品设计类型-持有' with 5 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '寿险产品设计类型-未持有' with 5 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '准备购买产品分类' with 5 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '最近承保时间' with 6 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '准客来源' with 3 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '持有综拓产品类别' with 7 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '保单到期时间' with 4 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '有效短险保单-持有' with 3 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '有效短险保单-未持有' with 3 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '居家达标客户等级' with 8 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '居家达标客户等级-以上' with 8 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '居家达标客户等级-以下' with 8 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '康养达标客户等级' with 7 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '康养达标客户等级-以上' with 7 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '康养达标客户等级-以下' with 7 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '安有护等级' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '臻享家族等级' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '可投资产-匹配' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '家庭成员关系-有' with 4 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '家庭成员关系-无' with 4 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '证件类型' with 5 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '保单-产品名称' with 7 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '保单状态' with 27 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '保单险种类型-持有' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '保单险种类型-未持有' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '理赔产品-coverage' with 17 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '会员等级' with 7 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '专属服务人员' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '服务线阶段' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '服务线等级' with 5 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '职业' with 14 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '房产状况' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '车辆状况' with 2 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '资产规模-枚举' with 3 enum values
2026-03-11 14:56:27.906 | DEBUG    | app.core.level2_enhanced_matcher:_expand_enum_patterns:176 - Expanded rule '车辆购置价' with 6 enum values
2026-03-11 14:56:27.907 | DEBUG    | app.core.level2_enhanced_matcher:_build_preprocess_map:198 - Built preprocess map with 111 alias entries
2026-03-11 14:56:27.907 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.907 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.908 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?大于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+高净值+性别' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?高于(\d+)岁(?:的客户|客户)?...
2026-03-11 14:56:27.909 | INFO     | app.core.level2_enhanced_matcher:_expand_composite_refs:284 - Composite '年龄GTE+婚姻+高净值+性别': 48 expanded variants
2026-03-11 14:56:27.909 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+有子女+未配置寿险责任' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.910 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+有子女+未配置寿险责任' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.910 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+有子女+未配置寿险责任' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.910 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+有子女+未配置寿险责任' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(\d+)岁?以上(?:的客户|客户)...
2026-03-11 14:56:27.910 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:279 - Composite '年龄GTE+婚姻+有子女+未配置寿险责任' variant: {SEARCH}(?:(?:查找|查询|找|找一下|查一下|检索|搜索)(?:一下|下)?(?:[，, ]{0,2}))?(?<!不)超过(\d+)岁(?:的客...
